Response,TopicA,PercA,TopicB,PercB,TopicC,PercC
"the questions were so detailed that and after i had done them the first time, i i just got tired of answering all those questions each time.",2,0.9923213124275208,,,,
"the reason i did not complete them is they asked, too personal of questions like how many sex partners i had, and i did not want to answer that. that is nobody's business.",2,0.9952487945556641,,,,
the surveys are too long and i don't have enough time to sit there and complete them off. that's why i haven't completed them.,2,0.9912417531013489,,,,
"there was one survey that i didn't seem to have time to complete. and if you sent me some through email, i don't check my email on a routine basis. i probably didn't know that there were any. if you mail them to me, i'll try to make time for them. but i don't check my email regularly. sorry.",2,0.9970495700836182,,,,
"there were a number of questions about sexual activity that i felt very uncomfortable, how they related to this study and was very displeased. period. i no longer wish to participate, period.",0,0.7938346862792969,2.0,0.20373354852199554,,
there's really no particular reason why i would just get them and and just forget to complete them.,2,0.9912413954734802,,,,
"there's too many questions, too time conserving. all the answers are the same. from the first time that i answered all these questions, it's the same.",2,0.9912409782409668,,,,
"they just got lost in my email, but i'd like to do it now. it's not too late.",1,0.984912633895874,,,,
"they just got lost in the shuffle of, uh, day to day living in priorities and forget on this.",0,0.9908396601676941,,,,
"they were just too lengthy. too personal. i don't know, just didn't do it.",1,0.011027190834283829,2.0,0.9799820184707642,,
they were very extensive and repetitive and and a bit time consuming.,1,0.9812391996383667,2.0,0.011955438181757927,,
they're too long and i haven't had time to do it. then it's to help him.,0,0.4020503759384155,1.0,0.011027236469089985,2.0,0.5869224071502686
"they're too long, too wordy.",0,0.9604706764221191,1.0,0.016251588240265846,2.0,0.02327781543135643
they're way too detailed. they take way too much time. what? what do you watch? okay.,2,0.9923207759857178,,,,
"this is mrs donald davidson. donald davidson passed away in 2014. i sent a copy of his death certificate to, uh, atlanta. when i received the information. the packets. i was one of the volunteers that ran and operated c. p s three here in victoria, texas. the very first one in the country. donald davidson was the very first person to get his blood drawn in the country. and i did send the death certificate into atlanta to, uh, to i forget an alpha or whatever her name is. i forget now, but anyhow, uh, my name is kathleen davidson, and i should be on record. me and um ah. oh, i forget her name now. and you have the two of us ran and scheduled and operated the first c. p. s three study here in victoria. ah, i've been trying trying to contact somebody alpha. anyhow, nancy and i had actually gone to atlanta for take classes and stuff, so i know all about the a. c. p s. and i would like someone from there to call me so i can explain what happened to donald. ah, you've got the number, and please have somebody called me from the c. p. s. i appreciate it. thank you.",0,0.9991745352745056,,,,
"this is just bizarre. let me take down the information. what was your what did you say your name was? mhm. i'm i'm gonna figure it out. just i don't know what's going on with this is this isn't right. i know it's fine. just don't don't let don't let derek know. please. okay. you're okay. can you spell your name, please? where did you say you were calling from? now, i need to know exactly where you got this number. that nobody should be calling into this line. and it's actually we're we're tracing the call right now, so i'm gonna have your exact location, but i want to know your business practices and exactly what's going on over there in your office.",0,0.9982653260231018,,,,
"usually i start to intend to to complete them. and then there's just so much i'm going on with with work that i that i don't get to them and i just run out, and i just don't have put the time into to completing them.",2,0.9948570132255554,,,,
we thought we did.,0,0.02516913041472435,1.0,0.030869975686073303,2.0,0.9439608454704285
"well, i for one, for one reason, uh, the the surveys were were too lengthy. they were, uh it was just mammoth to complete them. and so, uh, you know, i would try to get into it. you know, i wouldn't have time. uh, and so it was just too difficult. uh, i'm used to a lot of paperwork, but it it's it's just too much. um, so i think i discarded them.",2,0.9977025389671326,,,,
"well, i really wanted to participate, but, um, it was just asking too many detailed questions that i've you know, how much i ate on a, um, different things. it was it was just, um i guess i should have said time, but, um, i'm sorry that i did not participate. uh, if there's something i can do to help, please, let me know. thank you. yeah.",0,0.5243718028068542,2.0,0.4744495749473572,,
"well, i thought i was past the age of doing it. i am now 74. i'm sorry, 73.",2,0.9912401437759399,,,,
"well, i was diagnosed with, uh, most of my normal six months ago, and i just haven't i don't have time for that right now. bye.",0,0.292858749628067,1.0,0.702280580997467,,
"well, number one i don't have cancer. i've never had cancer, and i'm not sure how i got involved in this project.",2,0.993839681148529,,,,
"well, you don't meet all the polls, huh? because my life has happened. well, my son died in two thousand seventeen. my mom died. my dad gave me coby status. well, a little bit, right? at high and low in life and and i stopped filling it. do you want them? i let her pass.",0,0.6881757378578186,2.0,0.31068453192710876,,
what do you have to say?,0,0.9249131679534912,1.0,0.030870186164975166,2.0,0.04421662539243698
"when i first met with your representatives, i specifically asked if my personal information would be used, that they were taking that day and how it would be used, and they assured me that everything would be anonymous. so i provided information. and next thing you know, i'm getting things in the mail that have my name, date of birth and other very personal information in the mail. i did not sign up for that. it didn't appreciate it. it's not what i planned on doing.",2,0.9981738328933716,,,,
"when i got the first one, i was very taken back by the level of detail. uh, that was that. i was expected to recall about my dietary habits when i was a child. um, i found that to be very unreliable information, and it was very lengthy, so i did not want to take the time to try and agonize over questions. how many hot dogs did you eat a week as a child? i have no idea. uh, i'm in my early sixties now. i have no idea. and those kinds of questions were just a big turn off to me, and i felt that it was not going to be reliable information.",0,0.5434511303901672,2.0,0.45573389530181885,,
"when i initially signed up for the, uh, surveys, i was told that i was not eligible. i would have to go elsewhere to take the survey, and no one followed up with me on that. therefore, i did not, uh i was no longer part of the, uh, study.",1,0.995964527130127,,,,
"when i'm asked about how much time i spend in the sun or exercise, i have a hard time evaluating those questions, and i don't wanna give inaccurate information.",2,0.9955859184265137,,,,
who are you? why are you calling me? how did you get my name? yeah.,0,0.9797019958496094,2.0,0.011952928267419338,,
"yeah, okay, answer two previous polls. this past year's got lost to me. okay, yeah, you can send me the one again.",0,0.3989197909832001,2.0,0.5984632968902588,,
yeah.,0,0.9249138236045837,1.0,0.03086991235613823,2.0,0.04421623423695564
yeah. i didn't notice that they came to me or not. i'm not certain that i got them.,0,0.983672022819519,,,,
"yeah. oh, no. what i get wait till i get off the phone.",0,0.9882638454437256,,,,
"yeah. so i talked to someone, um, from your organization, and i needed an electronic version to make it easier. um, but they weren't able to divide that for me, and i got frustrated and gave up with the process.",0,0.9951220154762268,,,,
"yeah. then on my list, i at least every month that in a million vet, um, survey. but i should be doing and i see it. so i put it down and it gets buried, and then i put it back on the list and, um, actually got something recently from you, and i'd be glad to connect. i just need to do it.",0,0.9965384602546692,,,,
"yeah. we moved to england and have not been receiving them. we are returning us next month, would to you.",0,0.2819577157497406,1.0,0.7126478552818298,,
"yes, i have been having a lot of health problems, which has made it hard for me to complete them. plus, i was in. i had my leg amputated. i was in a nursing home for over 10 months.",0,0.5806614756584167,2.0,0.4169066548347473,,
"yes, sorry and lazy.",0,0.6106839776039124,1.0,0.011029079556465149,2.0,0.3782869279384613
a change of direction.,0,0.9604740142822266,1.0,0.01625019684433937,2.0,0.023275818675756454
"a combination of all. i lost some. i forgot about some, and then i had missed some. so then i didn't know if i should start back up, cause i feel like i should just start over or something. um, cause i've missed so many so many of the the studies. so then when i got the next one, i mean so many of the questionnaire. so when i got the next one, i thought, oh, i never filled out the last one. so then i didn't fill out the next one.",2,0.9982260465621948,,,,
"a lot of the information that was asked. i wasn't 100% sure by memory of the accuracy. so, um, i didn't want to give information that was not 100% accurate.",2,0.9952492117881775,,,,
address change and did not receive surveys that new address.,1,0.9812430739402771,2.0,0.011952967382967472,,
"after originally signing up, i failed to do a good job of keeping track of all the data that was required, period. so by filling out the survey, i figured it would not be accurate, period. therefore, no benefit, period. okay, okay.",0,0.09631506353616714,2.0,0.9020595550537109,,
"alright, multifactorial requires too much personal information.",2,0.989806592464447,,,,
and i simply didn't have the time to complete them.,0,0.33143317699432373,1.0,0.01102862786501646,2.0,0.6575382351875305
"are you like? are you okay with us picking dunk, aruz like, do you have any, like, like push back against that?",0,0.9924885034561157,,,,
"are you like? are you okay with us picking like do you have any, like, like push back against that?",0,0.9908404350280762,,,,
"as well as i can remember, it was because they asked the same information repeatedly in each survey, and it felt like i was wasting my time, and it asked a lot of information that had no relevance to what my personal information would provide.",2,0.99656081199646,,,,
"back when i was initially, uh, trying to get into the program, i spoke with my doctor who advised me not to enter into the program because she would not okay me not taken certain of my medications. and i thought i communicated that back with you. all i sent i sent something back saying that i was not in the program.",0,0.9966762661933899,,,,
"because i actually was diagnosed with cancer and went to breast cancer surgery, chemo and radiation at the same time. we moved, and i never got the following surveys.",1,0.9945349097251892,,,,
because i am retired and i have too many other things going on in my life. i just i don't have time to do it anymore.,1,0.45136740803718567,2.0,0.5446987152099609,,
because i could not read the password you put on the envelope. i cannot see and i cannot read printed material most of the time.,1,0.9936316609382629,,,,
because i didn't want to do it anymore.,0,0.9604753851890564,1.0,0.016249636188149452,2.0,0.023275017738342285
because i got cancer and i didn't think i still needed to be in your survey.,2,0.9898085594177246,,,,
because i had a kidney transplant and i've been going back and forth to piedmont hospital in atlantic treatment.,2,0.9931618571281433,,,,
"because i have a disability that affects my hand function, and filling out that much paperwork is extremely painful. i was told that there would be some option other than having to write them out by hand, but that has not happened.",0,0.9944762587547302,,,,
because i have not gotten paid for them.,0,0.9604729413986206,1.0,0.016250640153884888,2.0,0.023276453837752342
because i moved and i'm not receiving them.,0,0.01324865035712719,1.0,0.9634765982627869,2.0,0.023274807259440422
"because i moved, my address changed and i never got them.",1,0.9812431335449219,2.0,0.011952943168580532,,
because i never signed up to take it.,1,0.011027343571186066,2.0,0.9799817204475403,,
because i think they're stupid.,0,0.9604726433753967,1.0,0.01625077612698078,2.0,0.02327665127813816
because i thought. well i think it is not necessary to fill the because i have no condition that you want to fill the,2,0.9923206567764282,,,,
because i want to get out of your list. do not,0,0.9731783270835876,1.0,0.011027106083929539,2.0,0.015794573351740837
because i was a patient of cancer and life got busy.,1,0.984912097454071,,,,
"because i would get a survey and i would refill out one, and then i'd get another one, and then i'd forget.",2,0.9938398599624634,,,,
because i'm not interested. and i would like you to take my phone number off your database. thank you. goodbye.,0,0.9908403158187866,,,,
"because i've been very sick and going through a divorce and have been very depressed and disorganized and have to pack and move, and i kept losing them.",1,0.9915351271629333,,,,
because kendra had had this phone in over three years. that's why this is not his phone number.,0,0.9863430857658386,,,,
because donations don't go to the patients. it goes to your c e. o s.,1,0.9873797297477722,,,,
because it changes direction. maybe.,0,0.6347309947013855,1.0,0.3494729995727539,2.0,0.01579606533050537
"because it's these three questions are demonstrating for me to act accurately answer the surveys. none of the questions. none of the answers, the forced choice answers fit fit me being honest. so that's why, after i struggled through the first one, i just started the second one that said, this is ridiculous. i'm being forced to make choices that that doesn't even accurate for me, so i stopped doing it.",2,0.9979312419891357,,,,
"because most of the questions are repeat of the first thing i answered, and it doesn't seem appropriate to keep answering the same questions over and over again.",2,0.9931637048721313,,,,
"because on the phone, instead of it coming up the american cancer society, it comes up spam and bright orange, so i don't answer spam calls.",0,0.8980140089988708,2.0,0.09915271401405334,,
because the survey questions dating back to when you were a little kid. i just hadn't no answer. i thought it would falsify the results of the ah study.,2,0.9952492713928223,,,,
"because they repeat questions. and i couldn't remember dates from way back when. and it just was a constant repeat of the same questions about my female health and all these things that i couldn't remember the the dates of the time stuff even fill it out and become very frustrating. it wasn't just a simple like ask if there was changes. you you were continued to ask dates and i couldn't remember, and i probably sent them back in with different dates on in the beginning, and then i just thought i got exasperated with it and quit.",2,0.998321533203125,,,,
because they were too extensive and i'm really gonna eh get tired.,0,0.9863420724868774,,,,
"because they're overwhelming. they take hours to complete, and i don't remember what i've eaten for a whole year. it's ridiculous. i did it twice and it was unbelievably hard and i just couldn't. i couldn't bring myself to open the envelope. after that, it was just too much.",2,0.9961336255073547,,,,
"because you asked so many questions that i did not have answers to. i didn't have any way to recollect the information you're requiring. and, um, it had been probably 10 years since i signed up for that. so you didn't say that there was gonna be that many questions i have to know over the 10 year span. sorry.",2,0.9970495104789734,,,,
"because you don't seem to want to protect the privacy of my information. i've talked to you guys twice, and both times you have acknowledged that you have no responsibility what third parties do with the information. i don't agree with that policy, so i stopped participating.",2,0.9965601563453674,,,,
"because, um, a few years ago, when, um, they were taking my blood work, they weren't able to take the blood work. so then i was able to not be a full participant in the study. so because i wasn't able to be in the study fully because, um, the, um i couldn't take my blood work. i didn't really feel like i would get the full, uh, benefit of being in the study, because, um, it it it it wasn't as valid.",1,0.9975982904434204,,,,
"bizarre. let me take down the information. what was your what did you say your name was? mhm. i'm i'm gonna figure it out. just don't know what's going on with this is this isn't right. i know it's fine. just don't don't let don't let derek know. please. okay. you're okay. can you spell your name, please? where did you say you were calling from? now, i need to know exactly where you got this number. that nobody should be calling into this line. and it's actually we're we're tracing the call right now, so i'm gonna have your exact location, but i want to know your business practices and exactly what's going on over there in your office.",0,0.9982653260231018,,,,
both time and forgot.,0,0.013248882256448269,1.0,0.9634759426116943,2.0,0.023275213316082954
"busy with work. either. survey. i don't get to it, and it never happens. just a matter of other side out of mine. um, there's nothing else.",2,0.9952488541603088,,,,
busy.,0,0.025169644504785538,1.0,0.930613100528717,2.0,0.04421722888946533
cancel participation.,0,0.013253800570964813,1.0,0.016255805268883705,2.0,0.9704903960227966
cancer mhm.,0,0.9604740738868713,1.0,0.01625017262995243,2.0,0.02327578514814377
change direction.,0,0.9604740142822266,1.0,0.01625019684433937,2.0,0.023275818675756454
"change of direction. my new address two, four two four noris nine street apartment three zero nine to give florida three three three zero four",0,0.9960463047027588,,,,
changed address and had a divorce.,0,0.01324935257434845,1.0,0.9634746313095093,2.0,0.023276038467884064
"combination of moving, so i haven't received them health issues which created lack of time.",1,0.9891551733016968,,,,
completed it and was mailed.,0,0.013248711824417114,1.0,0.01624956540763378,2.0,0.970501720905304
concerned about privacy issues.,1,0.9752107858657837,2.0,0.015797104686498642,,
deceased.,0,0.025174036622047424,1.0,0.9306010007858276,2.0,0.04422494396567345
decided now to participate.,0,0.960474967956543,1.0,0.01624981127679348,2.0,0.023275267332792282
declined to participate longer.,0,0.9731740951538086,1.0,0.011028844863176346,2.0,0.015797065570950508
"diagnosed with cancer, it is.",0,0.02517012506723404,1.0,0.9306117296218872,2.0,0.04421807453036308
did not realize how extensive the program was.,1,0.9752089977264404,2.0,0.015798255801200867,,
didn't help many in my family.,0,0.973177433013916,1.0,0.011027474887669086,2.0,0.01579510234296322
didn't receive them.,0,0.025169095024466515,1.0,0.9306145906448364,2.0,0.04421626031398773
do not have any time there's a type of pollution.,1,0.011030178517103195,2.0,0.9799765944480896,,
"do we have to tell me? yes or no? we don't i don't know. check. you probably drink it all last night. just hang up the phone. i got it. alright. alright brother, can you hang up? hang up! hang up. i'm i'm so sorry. are you still there? okay. alright. uh, sorry. what were you saying?",0,0.9965385794639587,,,,
"during the study. enrollment? um, i was i was not sure if my sample was still, uh, capped. and if i was still included in the study and there was no follow up phone call at that time hand side did not complete the following service.",1,0.9961650371551514,,,,
"easier to do stuff online or over the phone than it is on paper. and then when i get it in the mail, i just forget about it. it'd be easier if a link was sent through an email or something like this over the phone.",0,0.4194708466529846,1.0,0.577276885509491,,
"every time i got them. they were very long, a lot of questions, and i didn't have time to do it.",2,0.9912417531013489,,,,
find it is written in english and i don't really know the language.,0,0.9863424897193909,,,,
"five years ago, i broke my steamer and my husband had to help me. re re, um you know, we live, we learn to live, do everything. and after that, we had a hurricane and a tornado, and recently my husband passed away and my really my last been a nightmare for this coming to an end. so that's why and i apologize, but it was nothing i could do.",1,0.9969285130500793,,,,
forgot to complete survey and relocated to another state.,1,0.987381100654602,,,,
"forgot, and then i would get lazy and forget to do them.",1,0.9849121570587158,,,,
"freaking hot air balloon. i'm gonna lose reception here. i should probably call the cops or something. what are they gonna do about it? who are you gonna notify? what? are they gonna fly in a helicopter over here? oh, my god! oh, my god! it's calling. mayday! okay, wait. i might need some help here. okay? okay. he's he's all right. i got ok, okay. but now i can't hear myself. okay? alright, alright. okay. if i lose. if i if this call gets cut off um can you call for help? i'm i'm not really sure. um what's it? we're going? really? it's getting it's getting really high. the blue is gonna pop. what's that gonna do? what the hell? that's supposed to help. i can't. oh, okay. if the bloom pops, i'm not. we're gonna fall to our deaths. so when we get the parachute out, it's getting dark. we're getting into the atmosphere. i can't breathe. i can't. okay. do you have a massive air mask? is there, like, an upper compartment and fall down from okay. well, how long does it take to pop? hello? hey. wow. i'm surprised i have reception here. you can hear me? nice. just freaking tab. carrie. remind is awesome. anyway. yeah, go ahead. i'm gonna say what was your name again? uh huh. yeah, yeah. no, uh",0,0.9992488622665405,,,,
getting too lazy to fill these things out.,2,0.9848507046699524,,,,
"had a lot of family issues to deal with that have cancer, so i've just been busy in no time.",1,0.9891557097434998,,,,
"have been diagnosed with m. d s. and as made me, uh, tired and not able to do things.",2,0.9898079037666321,,,,
have gone through multiple major surgeries.,1,0.9812422394752502,2.0,0.011953523382544518,,
health issues of my own.,0,0.025170544162392616,1.0,0.9306105971336365,2.0,0.04421880841255188
health status changes.,0,0.9731760025024414,1.0,0.011028083972632885,2.0,0.01579597406089306
hi.,0,0.9248968362808228,1.0,0.03087690658867359,2.0,0.04422625154256821
how to death in the family.,0,0.013249141164124012,1.0,0.963475227355957,2.0,0.023275669664144516
if they want to be a part of it anymore.,0,0.9731779098510742,1.0,0.011027286760509014,2.0,0.01579483225941658
"if they were online, it would be easier to complete.",1,0.9812430739402771,2.0,0.011952998116612434,,
"if this is regarding the d e s. um, long time ago in 1951 i was part of a control group. my mom did not receive that. so at a certain point, after all these years, i just felt like it wasn't relevant.",1,0.9957414269447327,,,,
if you didn't alright survey.,0,0.47372928261756897,1.0,0.016250260174274445,2.0,0.5100204348564148
if you know me. and you know all these surveys went through. i need to know why you're still asking me if i'm having children. when i went through menopause and questions that should have been already recorded on all the surveys i sent in.,2,0.9961339235305786,,,,
"in 2000 and 15, my husband, david burke, was diagnosed with colon cancer. he fall colon cancer for five years. uh, and i just i lost him several months ago.",1,0.9957415461540222,,,,
"in some ways, um, the questions were it was too hard to pin down. what? how often? i did a certain thing or didn't do a certain thing. um, in other ways, it was too broad. you know it. i just didn't know. i was very frustrating because i didn't know how to answer the half the questions, and some of them didn't even apply. so i just got it was very feudal and i gave up.",2,0.9975194334983826,,,,
irresponsible. it's extremely law irresponsible.,2,0.9848458170890808,,,,
"it is related to time, but the surveys are long and we just did not have time to fill the long surveys out.",2,0.9923210144042969,,,,
"it kind of falls under time, but i would call it more laziness.",1,0.9873806238174438,,,,
it takes a long time.,1,0.011027001775801182,2.0,0.9799823760986328,,
"it was answer choice number two and answer choice number three times sometimes and sometimes forget to do them. um, it's been a little challenging. just life. go on life reasons. so that's the, um, the reason, but i am still interested.",2,0.9973049163818359,,,,
"it was asking questions i couldn't answer. like what? all prescriptions i've been on when and for how long and dosage. and, um, i really don't have a record. i've lived different places, and even after i lived here, it's like every year there would be a different doctor, so",2,0.9970494508743286,,,,
"it was way too complicated. it wanted to rely on my memory, which is who can remember what happened 10, 15, 20 years ago.",2,0.9943936467170715,,,,
it would be good if they were offered online instead of paper. i only remember receiving paper version.,2,0.9938396215438843,,,,
"it's possible that i forgot to complete some, but i thought i had also submitted some of the responses so would want someone to make sure that they have received the responses that i did submit.",2,0.9958779811859131,,,,
it's too complicated and too time consuming.,0,0.013249735347926617,1.0,0.016250820830464363,2.0,0.9704993963241577
it's too long.,0,0.025169100612401962,1.0,0.03086993843317032,2.0,0.9439609050750732
just decided not to participate any longer.,0,0.9731781482696533,1.0,0.011027200147509575,2.0,0.01579470746219158
"just family life, uh, different priorities coming up. and, um, they were just put on the back burner and then forgotten.",0,0.99248868227005,,,,
just hasn't been a focus.,0,0.0251716710627079,1.0,0.030873090028762817,2.0,0.9439551830291748
"just just plain laziness pushed him aside and and, uh, don't, uh, put much stock in it.",0,0.9908393025398254,,,,
"just lack of time with other things that, uh, priorities in my life. i just, uh there's a lot of detail questions that took research and didn't have the time to dig in to get that detail, to be able to answer the question correctly.",0,0.13558398187160492,2.0,0.86262047290802,,
just no longer interested.,0,0.025170298293232918,1.0,0.930611252784729,2.0,0.04421837627887726
just seems like a lot of time involved. yeah.,0,0.3831233084201813,2.0,0.6112625002861023,,
just too difficult to fill out.,0,0.01324893906712532,1.0,0.016249842941761017,2.0,0.970501184463501
just too long to complete.,0,0.013248642906546593,1.0,0.016249479725956917,2.0,0.9705018401145935
"just, uh, you know, i got them and just, uh i don't know, i i would put them aside and forget about them, and that was about it.",2,0.9923214316368103,,,,
lack of trust in the american cancer society.,0,0.9797000288963318,2.0,0.011954106390476227,,
lark. coles died in 2014 from cancer.,1,0.9849088191986084,,,,
laziness.,0,0.025172248482704163,1.0,0.9306058883666992,2.0,0.04422180354595184
laziness. my fault. sorry.,1,0.01103034894913435,2.0,0.9799762964248657,,
length of survey.,0,0.013249944895505905,1.0,0.9634730219841003,2.0,0.023277079686522484
life circumstances have changed and made the completion difficult.,0,0.986342191696167,,,,
"life circumstances. i was going through a divorce, had a new job. i was extremely busy and didn't feel like i had a lot of time, but i would like to get back on top of it.",0,0.36995938420295715,1.0,0.6269902586936951,,
"life got in the way, received the package a places aside and forgot about it.",1,0.990492045879364,,,,
life has offered a lot of challenges and i have not had any cancer related issues.,1,0.989154577255249,,,,
lost a bit of interest and we had two deaths in the family family that took a lot of our time.,1,0.992372989654541,,,,
lost interest.,0,0.025172362104058266,1.0,0.030873939394950867,2.0,0.9439536333084106
me mode of home.,0,0.960460901260376,1.0,0.016255604103207588,2.0,0.023283563554286957
mhm this information on first survey.,2,0.9848501682281494,,,,
mhm.,0,0.9249101877212524,1.0,0.030871421098709106,2.0,0.04421839490532875
mhm. i am not interested in doing a survey.,0,0.6258472800254822,1.0,0.011027401313185692,2.0,0.36312535405158997
"mhm. oh, i see. right? right. i see. can you hear me? it's it's it's it's a little bit, uh i don't know. i i can hear you, but i'm not 100%. huh? i i'm not on the phone. sure. please send your call. turn your phone off. sure, please. and your call will be descending in 10 minutes. so please put your feet back up and and your call, but you can put in calls, okay? he's going to terminal for me to end your call, please. are you are you okay if you like. hold on a second. i'm i'm gonna go to the restaurant, and i, uh i'm gonna finish, okay? yes. we need to end your call right now. okay. may i use the restroom? okay. so i'm sorry about that, okay. i promise you. mhm. thank you. okay. yeah. just just hold. stay with me. yeah, i'm gonna go to the restroom, and, uh and you can tell me everything would need",0,0.9989450573921204,,,,
misplaced.,0,0.025170298293232918,1.0,0.930611252784729,2.0,0.04421837627887726
moved away.,0,0.013249676674604416,1.0,0.9634737372398376,2.0,0.023276610299944878
"moves around a lot, working a lot.",1,0.984912633895874,,,,
"my no, that i completed too. um, if there was a third one, i never got that one, but i know that, uh, i completed at least two of them.",2,0.9948573708534241,,,,
my address change.,0,0.025169985368847847,1.0,0.9306121468544006,2.0,0.044217828661203384
"my address changed and the survey started getting a little too in detail of information, and i didn't feel comfortable answering that.",1,0.6179115772247314,2.0,0.37932148575782776,,
my address has changed.,0,0.025169985368847847,1.0,0.9306121468544006,2.0,0.044217828661203384
"my address has changed. i didn't receive it. so, um yeah, i need to i need to update my address, so i'm not really sure how i do that, but, um, that is, uh, basically, what's going on? i i didn't get it because of my address. has changed, and and actually, my address is about to change again in a in about a month's time. so, um yeah, i guess if there's if you could email me or email me can't mail me. if the address you can email me away from you to update my address, i'd appreciate it. thank you.",1,0.9977391362190247,,,,
my answer to the question does not apply.,0,0.01325063593685627,1.0,0.016251925379037857,2.0,0.9704974293708801
"my health is not good. i'm constantly sick. i've had a lot of viral issues as well as coveted, so i'm not participating anymore, period.",0,0.9931085109710693,,,,
my husband abandoned me and i've lost focus.,1,0.9812403321266174,2.0,0.01195474062114954,,
my husband became tremendously ill. i was taking care of him 24 7 and i lost my job.,1,0.9915345311164856,,,,
new address.,0,0.025169596076011658,1.0,0.9306132197380066,2.0,0.04421714320778847
"new job, graduate school and family responsibilities.",1,0.9873798489570618,,,,
no interest.,0,0.9249063730239868,1.0,0.030872995033860207,2.0,0.04422064870595932
no longer have interest.,0,0.9604732990264893,1.0,0.01625050976872444,2.0,0.02327626757323742
no longer interested in doing that. sorry.,0,0.013249261304736137,1.0,0.9634748697280884,2.0,0.02327587828040123
no longer interested.,0,0.025170302018523216,1.0,0.930611252784729,2.0,0.044218383729457855
no longer want to participate.,0,0.9604744911193848,1.0,0.016250012442469597,2.0,0.023275556042790413
no longer want to participate. bye.,0,0.9731775522232056,1.0,0.011027446947991848,2.0,0.015795061364769936
no longer wish to participate.,0,0.9731777310371399,1.0,0.011027367785573006,2.0,0.015794949606060982
no reason. i just ignore that.,0,0.013251607306301594,1.0,0.9634684324264526,2.0,0.023280000314116478
no time.,0,0.02516901306807995,1.0,0.030869832262396812,2.0,0.9439610838890076
not enough time.,0,0.013248993083834648,1.0,0.01624990999698639,2.0,0.9705010652542114
not familiar with your group.,0,0.01325224805623293,1.0,0.9634666442871094,2.0,0.023281127214431763
not interested anymore.,0,0.9604750275611877,1.0,0.01624978706240654,2.0,0.023275231942534447
not interested in continuing.,0,0.9604744911193848,1.0,0.01625000312924385,2.0,0.02327554300427437
not interested in helping.,0,0.9604750275611877,1.0,0.01624979078769684,2.0,0.023275237530469894
not interested in the study anymore.,0,0.9731780290603638,1.0,0.011027230881154537,2.0,0.015794752165675163
not interested.,0,0.9249123334884644,1.0,0.03087053820490837,2.0,0.044217128306627274
not interested. got very busy taking care of my mom.,0,0.9836719036102295,,,,
"not interested. it was she was pretty stuff. look, a little a little road, but bye.",0,0.9897103905677795,,,,
"not long after i started the program, i got kidney cancer and i didn't feel that it was very important for me to continue prevention if, uh, i it already occurred.",0,0.9936339855194092,,,,
okay about an order or something?,0,0.9731742739677429,1.0,0.01102878525853157,2.0,0.015796978026628494
okay. worried about confidentiality and the time to take.,0,0.983672022819519,,,,
"on occasion, i had to look up information and i never went back and finished it.",2,0.9912407994270325,,,,
"on the initial blood draw. they were not able to draw my blood, so i did not think i was a part of the study. mm.",1,0.991535484790802,,,,
"one i had done and filled it all out. and my son had spilt coffee over the whole thing, and it was soaking wet. and the one before that it had just gotten misplaced because i had moved and any other i only remember the two.",2,0.9958776831626892,,,,
"one of the the first survey that i got. i tried to access it online, and for whatever reason, my code wasn't working. and so i called. um, they told me someone told me to wait, um, and try it again. and i never could access it. i got another a survey and tried to do the same thing. i never could access it.",0,0.4263976812362671,2.0,0.5724627375602722,,
one reason i forgot another reason i moved.,1,0.9873813390731812,,,,
"one reason is they are so in depth, and i have a problem with my memory as far as remembering. you know what? i've eight, how many times i've eaten it or how many times i've done something else. it's just very confusing for me. plus, my husband, uh, he's been going through chemo and radiation. he has also been, uh, diagnosed with cancer.",1,0.4763866662979126,2.0,0.5225418210029602,,
opt out.,0,0.9248968958854675,1.0,0.030876876786351204,2.0,0.044226210564374924
other health issues.,0,0.025170542299747467,1.0,0.9306105971336365,2.0,0.04421880468726158
"our home burned in the campfire. we've been displaced, homeless. i haven't had a whole lot of time or energy to do much of anything.",2,0.9943932294845581,,,,
out of town.,0,0.9248971343040466,1.0,0.03087679110467434,2.0,0.044226087629795074
overwhelmed.,0,0.02517227828502655,1.0,0.9306058287620544,2.0,0.04422185570001602
"paper is stupid, and doing things on regular mail is ancient. you need to do this online.",2,0.9923197627067566,,,,
paper surveys are very difficult to complete. keep organized and remember to do. the surveys are long and complicated and easy to put in a stack and misplace.,2,0.9955857992172241,,,,
"part of it was time, and part of it was not wanting to reveal personal information, not knowing where it would go.",1,0.42064347863197327,2.0,0.5765895843505859,,
"partly was time. there was 2.5 years. i was working over 100 hours a week. um, and there were also a couple of surveys i completed, but by the time i got around to mailing them, i honestly thought it was too late to mail them, so i didn't. i ended up tossing them after a few months.",1,0.9969286322593689,,,,
password issues.,0,0.01324944943189621,1.0,0.9634743928909302,2.0,0.023276209831237793
personal life crisis.,1,0.011029411107301712,2.0,0.9799779653549194,,
personal reasons.,0,0.013249076902866364,1.0,0.016250012442469597,2.0,0.9705008864402771
please remove me from the study.,0,0.9731777310371399,1.0,0.011027371510863304,2.0,0.01579495333135128
please resend the survey.,0,0.70319664478302,1.0,0.011027846485376358,2.0,0.2857755422592163
probably.,0,0.025169920176267624,1.0,0.930612325668335,2.0,0.04421771317720413
"putting down my, um, food choices. the diet was too time consuming and complicated.",2,0.991240382194519,,,,
