Response,TopicA,PercA,TopicB,PercB,TopicC,PercC,TopicD,PercD,TopicE,PercE,TopicF,PercF,TopicG,PercG,TopicH,PercH
list questions.,0,0.042251165956258774,1.0,0.017412006855010986,2.0,0.4321073591709137,3.0,0.014290540479123592,4.0,0.011829540133476257,5.0,0.4395219087600708,6.0,0.020615100860595703,7.0,0.021972350776195526
"lost track of the information, please resend.",0,0.6994886994361877,6.0,0.01116945780813694,7.0,0.251838743686676,,,,,,,,,,
mail it and then send a reminder text.,0,0.022896377369761467,1.0,0.9259684681892395,6.0,0.011167654767632484,7.0,0.01190290879458189,,,,,,,,
mail me another survey.,0,0.9214290976524353,1.0,0.012236209586262703,3.0,0.010042612440884113,5.0,0.011624463833868504,6.0,0.014487169682979584,7.0,0.015440973453223705,,,,
"mail me another, uh, packet and i will definitely fill it out.",0,0.9584658145904541,,,,,,,,,,,,,,
mail me the research information that you need me to complete.,0,0.9507232904434204,,,,,,,,,,,,,,
mail me the surveys.,0,0.0422646589577198,1.0,0.017411693930625916,3.0,0.014290283434092999,4.0,0.011829327791929245,5.0,0.01654120348393917,6.0,0.020614732056856155,7.0,0.8679036498069763,,
"mail questionnaires, okay?",0,0.029697686433792114,1.0,0.012236238457262516,2.0,0.33143264055252075,3.0,0.010042636655271053,5.0,0.011624492704868317,6.0,0.014487204141914845,7.0,0.5821658968925476,,
"mail to study to 654 to wolf w o l f road brookpark, ohio 44142",2,0.9698450565338135,,,,,,,,,,,,,,
"make an online research form instead of a paper, one that i have to fill out.",0,0.3509072959423065,7.0,0.6202525496482849,,,,,,,,,,,,
"make everything available electronically so that the surveys come electronically and can be filled out either by a tablet, smartphone or computer and communication through email versus the mail.",0,0.2965163290500641,7.0,0.6905004382133484,,,,,,,,,,,,
make it all online.,0,0.042250752449035645,1.0,0.01741168648004532,3.0,0.01429027784615755,4.0,0.011829322203993797,5.0,0.016541196033358574,6.0,0.02061472274363041,7.0,0.8679175972938538,,
make it available by email.,0,0.02969224937260151,1.0,0.012236276641488075,3.0,0.01004266832023859,5.0,0.011624528095126152,6.0,0.014487249776721,7.0,0.9071774482727051,,,,
make it available online.,0,0.029692092910408974,1.0,0.012236212380230427,3.0,0.010042615234851837,5.0,0.011624467559158802,6.0,0.014487173408269882,7.0,0.9071779847145081,,,,
"make it digital online, so that can just hop online and answer the questions that way.",0,0.013566145673394203,2.0,0.2534222900867462,7.0,0.7071041464805603,,,,,,,,,,
"make it easier by putting it online, and so i don't have to fill it out or send text messages.",0,0.013568777590990067,6.0,0.2567785978317261,7.0,0.7074306607246399,,,,,,,,,,
make it easier for me to complete the survey online.,0,0.01862429268658161,7.0,0.9417833685874939,,,,,,,,,,,,
"make it easier to complete by having a dedicated website or, um, a link to a survey making a digital or having an app where i don't i'm not required to fill it out by paper and then put it in mail.",6,0.5678067803382874,7.0,0.416086882352829,,,,,,,,,,,,
"make it easier to complete the survey online provide, uh, cancer screenings. um, for the participants.",4,0.14055302739143372,7.0,0.8344261646270752,,,,,,,,,,,,
make it easier to do.,0,0.04225088283419609,1.0,0.017411742359399796,3.0,0.014290322549641132,4.0,0.011829359456896782,5.0,0.016541248187422752,6.0,0.020614787936210632,7.0,0.8679171800613403,,
make it easier to get surveys.,0,0.02289687469601631,6.0,0.011167597956955433,7.0,0.928438663482666,,,,,,,,,,
make it easier to log in to site to fulfill study.,0,0.015701113268733025,6.0,0.9504173994064331,,,,,,,,,,,,
make it easily accessible online.,0,0.4918364882469177,6.0,0.011170289479196072,7.0,0.4594874083995819,,,,,,,,,,
make it known that i don't have to answer all the questions that i don't feel like answering.,0,0.018622010946273804,5.0,0.939391553401947,,,,,,,,,,,,
make it online.,0,0.042250752449035645,1.0,0.01741168648004532,3.0,0.01429027784615755,4.0,0.011829322203993797,5.0,0.016541196033358574,6.0,0.02061472274363041,7.0,0.8679175972938538,,
"make it shorter and, uh, make sure the web website is working.",0,0.43243542313575745,6.0,0.1895860731601715,7.0,0.35575443506240845,,,,,,,,,,
make it shorter.,0,0.04225088283419609,1.0,0.01741172932088375,3.0,0.014290312305092812,4.0,0.01182935107499361,5.0,0.016541237011551857,6.0,0.8665599822998047,7.0,0.02197200059890747,,
make it simpler. no paperwork.,0,0.029698925092816353,1.0,0.012236825190484524,3.0,0.01004311814904213,5.0,0.011625049635767937,6.0,0.9062141180038452,7.0,0.01544174738228321,,,,
make online participation available.,0,0.022892417386174202,6.0,0.011168216355144978,7.0,0.928440511226654,,,,,,,,,,
"make sure i get the, um, forms.",0,0.9394323229789734,6.0,0.011167667806148529,7.0,0.011902919970452785,,,,,,,,,,
make sure i receive them.,0,0.8881942629814148,1.0,0.01741202548146248,3.0,0.01429055631160736,4.0,0.011829553171992302,5.0,0.01654151827096939,6.0,0.020615123212337494,7.0,0.021972374990582466,,
make sure that i'm getting the questionnaire.,0,0.9214281439781189,1.0,0.012236354872584343,3.0,0.010042732581496239,5.0,0.011624602600932121,6.0,0.014487341977655888,7.0,0.01544115412980318,,,,
make survey shorter.,0,0.02969418838620186,1.0,0.012236159294843674,3.0,0.01004257146269083,5.0,0.011624416336417198,6.0,0.9062223434448242,7.0,0.015440906397998333,,,,
"make the sur survey shorter and provide them through an email link like, um, like the online surveys that that people send, just make it more user friendly and a little bit shorter into the point. it just seems too long, and i get frustrated at how long it's gonna take.",5,0.1791795790195465,6.0,0.3993544578552246,7.0,0.41326257586479187,,,,,,,,,,
make the communication electronic so i can get to it from my computer.,0,0.018625617027282715,7.0,0.9417810440063477,,,,,,,,,,,,
make the form shorter or on one.,0,0.3685513734817505,6.0,0.5820484757423401,7.0,0.01190295908600092,,,,,,,,,,
"make the form smaller, not as many questions.",0,0.02289631962776184,5.0,0.9254957437515259,6.0,0.011167923919856548,7.0,0.011903193779289722,,,,,,,,
"make the paperwork shorter. as i stated before, a lot of things done pass. i don't remember. there's a whole lot on there. it is just too much.",2,0.4704226553440094,4.0,0.5018877983093262,,,,,,,,,,,,
"make the question of their shorter, fewer questions.",0,0.022888585925102234,5.0,0.9255045652389526,6.0,0.011167687363922596,7.0,0.011902941390872002,,,,,,,,
"make the questionnaire a little bit less so it's not so long and doesn't take as much time to fill it out. be more, uh, quickly in direct on what you need.",2,0.47122398018836975,6.0,0.16207118332386017,7.0,0.3485998213291168,,,,,,,,,,
make the questionnaire is less tedious.,0,0.2638606131076813,2.0,0.6804746389389038,6.0,0.011177899315953255,7.0,0.011913825757801533,,,,,,,,
make the questionnaire less lengthy and simpler to answer.,0,0.015696214511990547,2.0,0.5636775493621826,5.0,0.3886336386203766,,,,,,,,,,
"make the questionnaire less, requiring less information, just too much stuff to do.",0,0.0119464211165905,2.0,0.9590355157852173,,,,,,,,,,,,
"make the questionnaire shorter and, uh, and clear. um, it goes, it just it's too long.",0,0.011945534497499466,6.0,0.9622775912284851,,,,,,,,,,,,
make the questionnaire shorter there too long right now.,0,0.018621915951371193,2.0,0.9361317753791809,,,,,,,,,,,,
"make the questionnaire smaller, and i don't know that it's available to complete online. so that would be another option, yeah.",0,0.14237557351589203,6.0,0.41152724623680115,7.0,0.4316965341567993,,,,,,,,,,
"make the questions less complicated. you know, i believe it went into everything that i ate or did. um, if the questions were more direct and easier, i would stay in the program.",5,0.5207940340042114,7.0,0.4625103771686554,,,,,,,,,,,,
make the questions less.,0,0.02969198301434517,1.0,0.012236179783940315,3.0,0.010042588226497173,5.0,0.9033617377281189,6.0,0.014487134292721748,7.0,0.015440933406352997,,,,
make the questions simple and make less questions. stop asking the same question.,0,0.01194328349083662,5.0,0.9611289501190186,,,,,,,,,,,,
make the studies that you send shorter.,0,0.02290283888578415,6.0,0.9276973605155945,7.0,0.011902880854904652,,,,,,,,,,
make the study less intensive and do not answer. ask personal questions.,0,0.011944691650569439,5.0,0.9611269235610962,,,,,,,,,,,,
make the study responses in an electronic form rather than via paper.,0,0.011945176869630814,6.0,0.15526346862316132,7.0,0.8132257461547852,,,,,,,,,,
make the survey available to complete online.,0,0.01862439326941967,7.0,0.9417831897735596,,,,,,,,,,,,
"make the survey digital, so i don't have to fill it out on paper and mail it in.",0,0.01569974236190319,7.0,0.9509287476539612,,,,,,,,,,,,
"make the survey easier and shorter, easier to access and shorter. thank you.",0,0.01194577943533659,6.0,0.9622785449028015,,,,,,,,,,,,
make the survey electronic or easily accessible. five i.,0,0.6156663298606873,7.0,0.35095691680908203,,,,,,,,,,,,
make the survey much shorter without asking to click it as questions that were asked in prior survey.,5,0.9713888764381409,,,,,,,,,,,,,,
"make the survey questionnaire shorter. in other words, like 10, 10 questions, maybe, and that's about it, not a bunch of questions.",5,0.9737029075622559,,,,,,,,,,,,,,
"make the survey shorter where i can do them in a shorter amount of time, or make it where i can get online and answer a few questions at a time, save it and then go back and do it again.",2,0.9761469960212708,,,,,,,,,,,,,,
make the survey shorter.,0,0.02969418838620186,1.0,0.012236159294843674,3.0,0.01004257146269083,5.0,0.011624416336417198,6.0,0.9062223434448242,7.0,0.015440906397998333,,,,
"make the survey shorter. it is very time consuming, especially if there are no changes in the answers and sometimes if you don't remember what you will be for.",0,0.010669738985598087,5.0,0.5057921409606934,6.0,0.4646904468536377,,,,,,,,,,
make the surveys a little bit shorter. i forgot that. then i also don't have time. i have not made the time to fill out the survey and the length of time that it takes to fill it out.,4,0.33010005950927734,6.0,0.6511842608451843,,,,,,,,,,,,
make the surveys electronic rather than a big old paper on make it quick.,0,0.010669274255633354,3.0,0.23743265867233276,7.0,0.7328248023986816,,,,,,,,,,
make the surveys less time consuming.,0,0.02289154939353466,5.0,0.925501823425293,6.0,0.011167638935148716,7.0,0.011902890168130398,,,,,,,,
make the surveys shorter too long.,0,0.02288966067135334,6.0,0.927710771560669,7.0,0.011902834288775921,,,,,,,,,,
make the surveys shorter.,0,0.02969418838620186,1.0,0.012236159294843674,3.0,0.01004257146269083,5.0,0.011624416336417198,6.0,0.9062223434448242,7.0,0.015440906397998333,,,,
"make the surveys shorter. 30 something pages is too much to do, uh, when you're employed and dealing with kids and dealing with everything else.",3,0.2887113690376282,6.0,0.691673755645752,,,,,,,,,,,,
make the surveys smaller or less time consuming.,0,0.01862369291484356,5.0,0.9393898844718933,,,,,,,,,,,,
"make the surveys take a little less time, break them up or something.",0,0.011945824138820171,2.0,0.9590358138084412,,,,,,,,,,,,
"make the the survey not quite as time consuming. when i was going to get around to doing it online, um, i saw that it had expired. it said i missed the date, so i just gave up.",0,0.3794422447681427,2.0,0.6047596335411072,,,,,,,,,,,,
"make the, um surveys shorter.",0,0.022890925407409668,6.0,0.9277094602584839,7.0,0.011902829632163048,,,,,,,,,,
"make them available online, it would be easier than filling out a paper and having to go mail them.",0,0.01066899299621582,7.0,0.9666507840156555,,,,,,,,,,,,
make them available to be emailed rather than physical copy and done online and not through the mail.,0,0.011944383382797241,1.0,0.27221035957336426,7.0,0.6953729391098022,,,,,,,,,,
make them online.,0,0.042250752449035645,1.0,0.01741168648004532,3.0,0.01429027784615755,4.0,0.011829322203993797,5.0,0.016541196033358574,6.0,0.02061472274363041,7.0,0.8679175972938538,,
make this call monumentally faster.,0,0.022898733615875244,3.0,0.2655316889286041,6.0,0.011172525584697723,7.0,0.6706284880638123,,,,,,,,
make your surveys shorter.,0,0.029694192111492157,1.0,0.012236160226166248,3.0,0.010042572394013405,5.0,0.011624417267739773,6.0,0.9062223434448242,7.0,0.015440908260643482,,,,
"makes the survey more efficient, less repetitive and less time consuming for me to fill out.",0,0.011945366859436035,5.0,0.9611272215843201,,,,,,,,,,,,
makes the survey shorter. i have a handicapped child and i don't have enough time to fill them out.,0,0.011946137994527817,5.0,0.9611253142356873,,,,,,,,,,,,
"making the questionnaire, not as long.",0,0.029692504554986954,1.0,0.012236151844263077,2.0,0.8981632590293884,3.0,0.010042565874755383,5.0,0.011624409817159176,6.0,0.014487101696431637,7.0,0.015440898016095161,,
male new form.,0,0.5924602746963501,1.0,0.012238794937729836,3.0,0.010044734925031662,5.0,0.340579092502594,6.0,0.014490230940282345,7.0,0.01544423308223486,,,,
maybe break them down or explain why i some of them are repetitive from so long ago that,0,0.01569824479520321,6.0,0.9504206776618958,,,,,,,,,,,,
"maybe do something online. i think it's a great program. i actually, uh, would like to talk to someone as i did have cancer four years ago. um, anyway, someone wants to call me back. i'm happy to help them as long as it questions are, you know, like, 20 minutes long. okay. thank you.",3,0.5549320578575134,5.0,0.23424947261810303,7.0,0.20318520069122314,,,,,,,,,,
maybe just a friendly reminder. thank you.,0,0.02289598248898983,1.0,0.9259667992591858,6.0,0.0111681018024683,7.0,0.01190338283777237,,,,,,,,
maybe send me an email about the study since i'm not getting anything in the mail.,0,0.7487300634384155,1.0,0.22458866238594055,,,,,,,,,,,,
maybe some more incentives.,0,0.04225781559944153,1.0,0.017412174493074417,2.0,0.8550801277160645,3.0,0.01429067738354206,4.0,0.011829652823507786,5.0,0.016541657969355583,6.0,0.02061530016362667,7.0,0.02197256125509739
"maybe some more reminders. um, between a work, family, life and things that go on in the world, um, it gets put at the bottom of the pile and then forgotten. um, never completely out of mind, but off the priority list.",1,0.53476881980896,5.0,0.4519377648830414,,,,,,,,,,,,
mhm provide online.,0,0.02969210222363472,1.0,0.012236252427101135,3.0,0.010042647831141949,5.0,0.011624505743384361,6.0,0.014487220905721188,7.0,0.907177746295929,,,,
mhm shorter survey.,0,0.029695449396967888,1.0,0.012236373499035835,3.0,0.010042747482657433,5.0,0.011624620296061039,6.0,0.5992050766944885,7.0,0.322456032037735,,,,
"mhm, mhm.",0,0.042250871658325195,1.0,0.017411885783076286,3.0,0.014290440827608109,4.0,0.011829457245767117,5.0,0.016541384160518646,6.0,0.020614957436919212,7.0,0.8679165244102478,,
mhm.,0,0.07322176545858383,1.0,0.030175209045410156,2.0,0.015847694128751755,3.0,0.02476567216217518,4.0,0.020500728860497475,5.0,0.028666609898209572,6.0,0.03572620823979378,7.0,0.7710961103439331
"mhm. it's a simpler and quick, and maybe you just sent me a text so i could respond. then i'd be able to get done quickly for you that, um, paperwork tends to be a long, and it's trying to figure out how to mail it.",1,0.22190257906913757,2.0,0.31559377908706665,7.0,0.44891512393951416,,,,,,,,,,
mhm. nothing. i would like to not be included anymore. yeah.,0,0.2441152185201645,3.0,0.4356240928173065,7.0,0.2921949326992035,,,,,,,,,,
"mhm. send me another survey, please.",0,0.6443079113960266,6.0,0.011167772114276886,7.0,0.3070269525051117,,,,,,,,,,
"might be easier for me if you actually did a phone call. i start the survey, put it down, gets lost in a bunch of stuff and doesn't get finished and pick it up. and then it's late. so maybe doing a phone call to run through the questions might be easier.",3,0.5343745350837708,5.0,0.157324880361557,6.0,0.29694342613220215,,,,,,,,,,
money.,0,0.07322615385055542,1.0,0.03017701953649521,2.0,0.015848644077777863,3.0,0.024767156690359116,4.0,0.7535037398338318,5.0,0.028668329119682312,6.0,0.03572835028171539,7.0,0.03808062523603439
more details.,0,0.07322472333908081,1.0,0.030176430940628052,2.0,0.01584833487868309,3.0,0.7577736377716064,4.0,0.02050155960023403,5.0,0.028667770326137543,6.0,0.03572765365242958,7.0,0.0380798801779747
"more direct information about cancer as it relates to me personally. even though it's a broader study, um, i would like to understand markers for myself directly.",3,0.9769915342330933,,,,,,,,,,,,,,
more follow up.,0,0.07322385907173157,1.0,0.7631897330284119,2.0,0.01584780402481556,3.0,0.024765845388174057,4.0,0.020500872284173965,5.0,0.02866681106388569,6.0,0.035726457834243774,7.0,0.03807860612869263
more frequent reminders by email.,0,0.02969515323638916,1.0,0.5981497168540955,3.0,0.010043320246040821,5.0,0.011625283397734165,6.0,0.32030391693115234,7.0,0.015442058444023132,,,,
"more frequent reminders would help me. i always intend to do it and just, uh, never get around to it or forget, because that that time is an ideal.",0,0.6729158163070679,1.0,0.31038108468055725,,,,,,,,,,,,
more information on important.,0,0.8881940841674805,1.0,0.017412051558494568,3.0,0.014290576800704002,4.0,0.011829569935798645,5.0,0.01654154062271118,6.0,0.02061515301465988,7.0,0.021972406655550003,,
more lead time poor survey taking.,0,0.018628695979714394,2.0,0.9361222982406616,,,,,,,,,,,,
more reminders on line.,0,0.04225396737456322,1.0,0.4404289424419403,3.0,0.014291288331151009,4.0,0.011830158531665802,5.0,0.01654236577451229,6.0,0.020616179332137108,7.0,0.4448920488357544,,
more reminders.,0,0.07322195917367935,1.0,0.7631946802139282,2.0,0.01584751531481743,3.0,0.024765392765402794,4.0,0.02050049789249897,5.0,0.028666287660598755,6.0,0.035725805908441544,7.0,0.038077909499406815
more surveys with less questions.,0,0.029697462916374207,1.0,0.012236164882779121,3.0,0.010042576119303703,5.0,0.9033563137054443,6.0,0.01448711659759283,7.0,0.015440914779901505,,,,
move the survey into an online portal that takes less time to read and complete.,0,0.010671135038137436,2.0,0.5903149843215942,6.0,0.37829914689064026,,,,,,,,,,
much shorter surveys or else shorter surveys more frequently to get the same information.,0,0.32862406969070435,6.0,0.6483509540557861,,,,,,,,,,,,
"my address has changed. um, so you can call me back at 7137245109 and we can update my information so i can get the survey sent to my new address. thank you.",0,0.8842360973358154,4.0,0.09664059430360794,,,,,,,,,,,,
"my child that i was taking care of during that time has passed away. and it took me a while to get past all of that. i'm doing much better now, and i could probably participate now.",5,0.9737028479576111,,,,,,,,,,,,,,
"my memory is not as good as it used to be, remembering back 30 40 years to answer some questions.",0,0.010670115239918232,2.0,0.9634092450141907,,,,,,,,,,,,
my phone. ask questions.,0,0.04225160926580429,1.0,0.01741218939423561,2.0,0.8550862073898315,3.0,0.014290690422058105,4.0,0.011829663999378681,5.0,0.016541672870516777,6.0,0.020615316927433014,7.0,0.02197258360683918
my wife died and stopped calling me. she's not around to take the study anymore. i'm tired of these calls all day long. it's 1/4 1 i've gotten and it's interrupting me.,2,0.37448033690452576,7.0,0.6087768077850342,,,,,,,,,,,,
"new, smaller mailings and do it online.",0,0.4475020170211792,6.0,0.2725633382797241,7.0,0.2424345761537552,,,,,,,,,,
no comment.,0,0.07324223965406418,1.0,0.030183646827936172,2.0,0.015852125361561775,3.0,0.02477259747684002,4.0,0.7534496188163757,5.0,0.028674626722931862,6.0,0.03573619946837425,7.0,0.03808898478746414
no further requirements.,0,0.07322434335947037,1.0,0.030176272615790367,2.0,0.7488566637039185,3.0,0.02476654388010502,4.0,0.020501451566815376,5.0,0.028667619451880455,6.0,0.03572746738791466,7.0,0.038079679012298584
no interest.,0,0.0732244923710823,1.0,0.03017633594572544,2.0,0.01584828458726406,3.0,0.024766596034169197,4.0,0.02050149440765381,5.0,0.02866768091917038,6.0,0.7687353491783142,7.0,0.03807976096868515
no reason. i think this follow up should be sufficient.,0,0.022893959656357765,6.0,0.9276995062828064,7.0,0.011904486455023289,,,,,,,,,,
"not applicable. if i saw these surveys, i would return them.",0,0.6024792194366455,7.0,0.35791563987731934,,,,,,,,,,,,
not at this time. thank you.,0,0.042268991470336914,1.0,0.01741180010139942,3.0,0.014290370047092438,4.0,0.8577561378479004,5.0,0.01654130220413208,6.0,0.020614854991436005,7.0,0.021972090005874634,,
not have forced choice answers where we can briefly describe in a few sentences great responses.,0,0.011945699341595173,1.0,0.9613663554191589,,,,,,,,,,,,
not interested in continuing.,0,0.042265601456165314,1.0,0.017411986365914345,3.0,0.4585501551628113,4.0,0.41349881887435913,5.0,0.016541479155421257,6.0,0.020615076646208763,7.0,0.021972324699163437,,
not interested in participating any longer.,0,0.029697908088564873,1.0,0.01223629992455244,3.0,0.4802558124065399,5.0,0.011624550446867943,6.0,0.43600475788116455,7.0,0.01544108521193266,,,,
not interested in staying involved.,0,0.0422525480389595,1.0,0.0174118559807539,3.0,0.8602331876754761,4.0,0.011829436756670475,5.0,0.016541356220841408,6.0,0.020614922046661377,7.0,0.021972160786390305,,
not interested too long. survey.,0,0.029694415628910065,1.0,0.012236300855875015,3.0,0.010042687878012657,5.0,0.011624551378190517,6.0,0.9062213897705078,7.0,0.015441086143255234,,,,
not interested.,0,0.07322107255458832,1.0,0.030174925923347473,2.0,0.015847543254494667,3.0,0.7577856779098511,4.0,0.020500537008047104,5.0,0.028666339814662933,6.0,0.035725872963666916,7.0,0.038077980279922485
not interested. take name off list and number. goodbye. okay.,0,0.0135658523067832,2.0,0.9534751176834106,,,,,,,,,,,,
not much you can do. it's been a busy time for the past year or so. i will look at my emails and see if i can locate those and then do the study. thank you.,1,0.1301136016845703,4.0,0.8439183831214905,,,,,,,,,,,,
"not prepared to answer this question, but, um, possibly just, uh i have more time than i than i used to. so, um, you know, maybe just a kind of multi prong. um, uh, contact, uh, send a letter. but also, uh, you know, follow up with, uh, call email. um, just, uh, kind of a more robust contact. so, uh, because because what happened very often is it would kind of get buried, uh, and and, um and then, you know, weeks go by, so, uh, yeah, i i think, uh, just reminders and and more, um, more contact.",1,0.9935848116874695,,,,,,,,,,,,,,
not sure.,0,0.07323563098907471,1.0,0.03017536550760269,2.0,0.01584777608513832,3.0,0.7577686905860901,4.0,0.02050083503127098,5.0,0.02866675890982151,6.0,0.0357263945043087,7.0,0.038078535348176956
not sure. i've just been really busy. yeah.,0,0.022889498621225357,3.0,0.9242843389511108,6.0,0.011167683638632298,7.0,0.011902936734259129,,,,,,,,
nothing at all.,0,0.0732291117310524,1.0,0.030174920335412025,2.0,0.015847541391849518,3.0,0.7577776908874512,4.0,0.020500533282756805,5.0,0.028666336089372635,6.0,0.03572586551308632,7.0,0.03807797282934189
"nothing at this time because i don't think i'm a, um, good volunteer for this study. since i've never had cancer. um, my mother had breast cancer, but other i don't think i'm a, uh, good participant. um, your study",4,0.9826332926750183,,,,,,,,,,,,,,
"nothing has changed, and i'm tired of answering the same questions over and over again.",0,0.022895462810993195,3.0,0.9242734313011169,6.0,0.011168706230819225,7.0,0.011904028244316578,,,,,,,,
nothing just just didn't have time.,0,0.04227029159665108,1.0,0.017411788925528526,3.0,0.8602158427238464,4.0,0.011829392053186893,5.0,0.016541292890906334,6.0,0.02061484381556511,7.0,0.02197207510471344,,
nothing not interested at this time.,0,0.029700199142098427,1.0,0.012236187234520912,3.0,0.9017716646194458,5.0,0.011624443344771862,6.0,0.014487143605947495,7.0,0.015440942719578743,,,,
nothing not interested in the study.,0,0.029697926715016365,1.0,0.012236177921295166,3.0,0.9017739295959473,5.0,0.01162443496286869,6.0,0.014487132430076599,7.0,0.015440930612385273,,,,
nothing not interested.,0,0.042252253741025925,1.0,0.0174117274582386,3.0,0.8602342009544373,4.0,0.011829350143671036,5.0,0.016541235148906708,6.0,0.02061477117240429,7.0,0.02197199873626232,,
"nothing offers online exams, will improve exam security and allows the h to collect keep performance. data exams are just one way. the h i ensures that card holders around the world have met the same course completion requirements while administering exams electronically is the preferred method there may occasionally need to administer a finger exam. see the h a instructor network website for your training center coordinator for more information.",2,0.9926095008850098,,,,,,,,,,,,,,
nothing right now. thank you.,0,0.02969716116786003,1.0,0.01223625335842371,3.0,0.9017742872238159,5.0,0.011624506674706936,6.0,0.014487221837043762,7.0,0.015441027469933033,,,,
"nothing, okay?",0,0.04226459935307503,1.0,0.017411932349205017,3.0,0.43725839257240295,4.0,0.011829488910734653,5.0,0.016541428864002228,6.0,0.02061501145362854,7.0,0.44493454694747925,,
"nothing, really. i guess i would appreciate talking to a live person that might motivate me, but that's not your problem. that's mine. i'm just being lazy. so no issues on your side. nothing else you can really do. i just need to learn to make it a priority, since i agreed to be part of the survey part of the study, and i haven't done anything about it.",0,0.19801530241966248,1.0,0.2742921710014343,3.0,0.5212419033050537,,,,,,,,,,
"nothing, really. i just have to do it. sorry.",0,0.029695460572838783,1.0,0.012236209586262703,3.0,0.9017762541770935,5.0,0.011624463833868504,6.0,0.014487169682979584,7.0,0.015440970659255981,,,,
"nothing, really. i need to remember to complete the survey and have the time to do it just super busy. and thanks tend to fall off.",0,0.5541520714759827,3.0,0.2455493062734604,4.0,0.18391035497188568,,,,,,,,,,
nothing.,0,0.073229119181633,1.0,0.030174916610121727,2.0,0.01584753952920437,3.0,0.757777750492096,4.0,0.020500531420111656,5.0,0.028666332364082336,6.0,0.03572586178779602,7.0,0.03807796910405159
nothing. i desire to stay involved. i just didn't have time to fill the last one out. mhm.,0,0.5238921642303467,4.0,0.4478457272052765,,,,,,,,,,,,
nothing. i enjoy doing it.,0,0.0422590970993042,1.0,0.017414545640349388,3.0,0.8602115511894226,4.0,0.011831264942884445,5.0,0.016543911769986153,6.0,0.020618107169866562,7.0,0.021975554525852203,,
"nothing. i just couldn't keep up with it, and i don't see that changing.",0,0.02289935201406479,6.0,0.9276990294456482,7.0,0.01190332043915987,,,,,,,,,,
nothing. i just didn't have time when i received the other surveys.,0,0.02289743162691593,6.0,0.9277023673057556,7.0,0.011902978643774986,,,,,,,,,,
nothing. i just haven't received the paperwork.,0,0.921427845954895,1.0,0.012236405164003372,3.0,0.010042773559689522,5.0,0.011624650098383427,6.0,0.014487401582300663,7.0,0.015441217459738255,,,,
nothing. i just want out.,0,0.04225630685687065,1.0,0.017411837354302406,3.0,0.8602296113967896,4.0,0.01182942371815443,5.0,0.016541337594389915,6.0,0.020614899694919586,7.0,0.021972136572003365,,
"nothing. i will happily stay in it. i just forgot to fill out the survey because it's so long, i put it down and then forget about it.",0,0.010672757402062416,3.0,0.45543181896209717,5.0,0.5134501457214355,,,,,,,,,,
"nothing. i will just, uh, focus on it the next time i get in a request.",0,0.9641035199165344,,,,,,,,,,,,,,
nothing. i will stay involved. i just keep forgetting.,0,0.02290944941341877,3.0,0.9242570996284485,6.0,0.011169218458235264,7.0,0.011904572136700153,,,,,,,,
nothing. i would like to complete it.,0,0.9214286804199219,1.0,0.012236274778842926,3.0,0.010042666457593441,5.0,0.011624527163803577,6.0,0.014487246982753277,7.0,0.015441053546965122,,,,
nothing. i would rather not stay involved.,0,0.022890646010637283,3.0,0.9242830276489258,6.0,0.011167708784341812,7.0,0.011902965605258942,,,,,,,,
nothing. i'm good. i'll work on trying to get it completed.,0,0.9584653377532959,,,,,,,,,,,,,,
nothing. i'm not interested anymore.,0,0.029693128541111946,1.0,0.012236258946359158,3.0,0.9017783403396606,5.0,0.011624511331319809,6.0,0.01448722742497921,7.0,0.01544103305786848,,,,
"nothing. just send me the information, i'll do it.",0,0.9214290380477905,1.0,0.012236217968165874,3.0,0.01004261989146471,5.0,0.011624472215771675,6.0,0.014487179927527905,7.0,0.015440980903804302,,,,
nothing. take me off the study. thank you.,0,0.02289559505879879,2.0,0.2808791697025299,3.0,0.6483529806137085,6.0,0.011167658492922783,7.0,0.01190291065722704,,,,,,
nothing. take me off your list.,0,0.02969488315284252,1.0,0.012236244976520538,2.0,0.8981602787971497,3.0,0.010042642243206501,5.0,0.011624498292803764,6.0,0.014487211592495441,7.0,0.015441015362739563,,
nothing. thank you.,0,0.04226591810584068,1.0,0.01741177774965763,3.0,0.8602202534675598,4.0,0.011829384602606297,5.0,0.016541283577680588,6.0,0.020614830777049065,7.0,0.021972062066197395,,
"nothing. there's nothing you can. they're just just, uh tell me what it is i have to do, and i'll do it.",0,0.6029656529426575,3.0,0.34420737624168396,6.0,0.011167838238179684,7.0,0.01190310250967741,,,,,,,,
"nothing. unfortunately, i'm just pressed for time and overwhelmed with the amount of junk mail i get. i understand the importance. thank you.",3,0.5597515106201172,4.0,0.41362810134887695,,,,,,,,,,,,
"nothing. wow, i just did not get responding. got it?",0,0.018630115315318108,3.0,0.3312564492225647,4.0,0.6123456358909607,,,,,,,,,,
"number one. my sister died of cancer number two. there's no advancements made in the find, the cause of cancer or the cure of cancer. me, the people are dying every day and people having to go through treatments every day and suffering every day, and nobody is making a difference. i don't have any cancer, period, so i am not interested in continue with the survey because i see my friends and everybody else having to go through this mess every day and nobody is doing anything.",4,0.2638383209705353,6.0,0.7290371060371399,,,,,,,,,,,,
"offer incentives, otherwise i'm no longer interested.",0,0.01862441562116146,3.0,0.9383906722068787,,,,,,,,,,,,
